itemid,label,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue,abbreviation
228749,Pressure ulcer #7- Surrounding tissue,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #7- Surrounding tissue
228765,Pressure ulcer #3- Drainage amount,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #3- Drainage amount
228836,Pressure ulcer #4- Tunneling present,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #4- Tunneling present
224633,Undermining Present #1,chartevents,Skin - Impairment,,Text,,,Undermining Present #1
224933,Impaired Skin Site #5,chartevents,Skin - Impairment,,Text,,,Site #5
224938,Impaired Skin Treatment #3,chartevents,Skin - Impairment,,Text,,,Site Treatment #3
224983,Tunneling Present #6,chartevents,Skin - Impairment,,Text,,,Tunneling Present #6
228586,Dressing Status,chartevents,Skin - Impairment,,Text,,,Dressing Status
228756,Pressure ulcer #4- Drainage,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #4- Drainage
228762,Pressure ulcer #10- Drainage,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #10- Drainage
228854,Impaired Skin #2- Type,chartevents,Skin - Impairment,,Text,,,Impaired Skin #2- Type
224934,Impaired Skin Site #6,chartevents,Skin - Impairment,,Text,,,Site #6
224967,Pressure Ulcer Stage #4,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer Stage #4
224960,Impaired Skin Wound Base #4,chartevents,Skin - Impairment,,Text,,,Site/Wound Base #4
228508,Pressure Ulcer #3- Location,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer #3- Location
228740,Pressure ulcer #8- Wound Base,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #8- Wound Base
228750,Pressure ulcer #8- Surrounding tissue,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #8- Surrounding tissue
228821,Pressure ulcer #9- Stage,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #9- Stage
224259,Impaired Skin Drainage #1,chartevents,Skin - Impairment,,Text,,,Site Drainage #1
224903,Impaired Skin Drainage #3,chartevents,Skin - Impairment,,Text,,,Site Drainage #3
224962,Impaired Skin Wound Base #6,chartevents,Skin - Impairment,,Text,,,Site/Wound Base #6
228534,Impaired Skin #6- Treatment,chartevents,Skin - Impairment,,Text,,,Impaired Skin #6- Treatment
228536,Impaired Skin #8- Treatment,chartevents,Skin - Impairment,,Text,,,Impaired Skin #8- Treatment
228600,Impaired Skin #1- Dressing Status,chartevents,Skin - Impairment,,Text,,,Impaired Skin #1- Dressing Status
228844,Pressure ulcer #2- Undermining present,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #2- Undermining present
224893,Impaired Skin Cleanse #7,chartevents,Skin - Impairment,,Text,,,Site Cleanse #7
224931,Impaired Skin Site #3,chartevents,Skin - Impairment,,Text,,,Site #3
227782,Impaired Skin  - Dressing Status #3,chartevents,Skin - Impairment,,Text,,,Impaired Skin  - Dressing Status #3
228583,Impaired Skin #8- Type,chartevents,Skin - Impairment,,Text,,,Impaired Skin #8- Type
228523,Impaired Skin #6- Cleanse,chartevents,Skin - Impairment,,Text,,,Impaired Skin #6- Cleanse
228552,Pressure Ulcer #4- Type,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer #4- Type
228738,Pressure ulcer #6- Wound Base,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #6- Wound Base
228853,Impaired Skin #1- Type,chartevents,Skin - Impairment,,Text,,,Impaired Skin #1- Type
228859,Impaired Skin #7- Type,chartevents,Skin - Impairment,,Text,,,Impaired Skin #7- Type
228542,Pressure Ulcer #4- Treatment,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer #4- Treatment
228741,Pressure ulcer #9- Wound Base,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #9- Wound Base
224989,Undermining Present #5,chartevents,Skin - Impairment,,Text,,,Undermining Present #5
224905,Impaired Skin Drainage #5,chartevents,Skin - Impairment,,Text,,,Site Drainage #5
228603,Impaired Skin #4- Dressing Status,chartevents,Skin - Impairment,,Text,,,Impaired Skin #4- Dressing Status
228736,Pressure ulcer #4- Wound Base,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #4- Wound Base
228746,Pressure ulcer #4- Surrounding tissue,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #4- Surrounding tissue
228807,Pressure ulcer #5- Dressing status,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #5- Dressing status
228861,Impaired Skin #9- Type,chartevents,Skin - Impairment,,Text,,,Impaired Skin #9- Type
228551,Pressure Ulcer #3- Type,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer #3- Type
228787,Pressure ulcer #5- Cleanse,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #5- Cleanse
224892,Impaired Skin Cleanse #6,chartevents,Skin - Impairment,,Text,,,Site Cleanse #6
224943,Impaired Skin Treatment #8,chartevents,Skin - Impairment,,Text,,,Site Treatment #8
228739,Pressure ulcer #7- Wound Base,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #7- Wound Base
228752,Pressure ulcer #10- Surrounding tissue,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #10- Surrounding tissue
227608,Impaired Skin Treatment #9,chartevents,Skin - Impairment,,Text,,,Site Treatment #9
228540,Pressure Ulcer #2- Treatment,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer #2- Treatment
228541,Pressure Ulcer #3- Treatment,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer #3- Treatment
228556,Pressure Ulcer #8- Type,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer #8- Type
228502,Impaired Skin #7- Location,chartevents,Skin - Impairment,,Text,,,Impaired Skin #7- Location
228845,Pressure ulcer #3- Undermining present,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #3- Undermining present
224939,Impaired Skin Treatment #4,chartevents,Skin - Impairment,,Text,,,Site Treatment #4
224940,Impaired Skin Treatment #5,chartevents,Skin - Impairment,,Text,,,Site Treatment #5
227781,Impaired Skin  - Dressing Status #2,chartevents,Skin - Impairment,,Text,,,Impaired Skin  - Dressing Status #2
227787,Impaired Skin  - Dressing Status  #8,chartevents,Skin - Impairment,,Text,,,Impaired Skin - Dressing Status  #8
228810,Pressure ulcer #8- Dressing status,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #8- Dressing status
228846,Pressure ulcer #4- Undermining present,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #4- Undermining present
224948,Impaired Skin Type #6,chartevents,Skin - Impairment,,Text,,,Type #6
224966,Pressure Ulcer Stage #3,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer Stage #3
224981,Tunneling Present #4,chartevents,Skin - Impairment,,Text,,,Tunneling Present #4
227780,Impaired Skin  - Dressing Status #1,chartevents,Skin - Impairment,,Text,,,Impaired Skin  - Dressing Status #1
228767,Pressure ulcer #5- Drainage amount,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #5- Drainage amount
228803,Pressure ulcer #1- Dressing status,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #1- Dressing status
224944,Impaired Skin Type #2,chartevents,Skin - Impairment,,Text,,,Type #2
227595,Impaired Skin Cleanse #10,chartevents,Skin - Impairment,,Text,,,Site Cleanse #10
227609,Impaired Skin Treatment #10,chartevents,Skin - Impairment,,Text,,,Site Treatment #10
224904,Impaired Skin Drainage #4,chartevents,Skin - Impairment,,Text,,,Site Drainage #4
228514,Pressure Ulcer #9- Location,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer #9- Location
228525,Impaired Skin #8- Cleanse,chartevents,Skin - Impairment,,Text,,,Impaired Skin #8- Cleanse
224970,Pressure Ulcer Stage #7,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer Stage #7
227607,Impaired Skin Site #10,chartevents,Skin - Impairment,,Text,,,Site #10
227618,Pressure Ulcer Stage #9,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer Stage #9
227619,Pressure Ulcer Stage #10,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer Stage #10
224910,Impaired Skin Drainage Amount #3,chartevents,Skin - Impairment,,Text,,,Site Drainage Amount #3
228555,Pressure Ulcer #7- Type,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer #7- Type
228733,Pressure ulcer #1- Wound Base,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #1- Wound Base
228755,Pressure ulcer #3- Drainage,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #3- Drainage
228806,Pressure ulcer #4- Dressing status,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #4- Dressing status
224631,Pressure Ulcer Stage #1,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer Stage #1
224949,Impaired Skin Type #7,chartevents,Skin - Impairment,,Text,,,Type #7
228516,Impaired Skin #1- Type,chartevents,Skin - Impairment,,Text,,,Impaired Skin #1- Type
228602,Impaired Skin #3- Dressing Status,chartevents,Skin - Impairment,,Text,,,Impaired Skin #3- Dressing Status
228763,Pressure ulcer #1- Drainage amount,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #1- Drainage amount
228812,Pressure ulcer #10- Dressing status,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #10- Dressing status
227612,Impaired Skin Type #9,chartevents,Skin - Impairment,,Text,,,Type #9
227789,Impaired Skin  - Dressing Status #10,chartevents,Skin - Impairment,,Text,,,Impaired Skin  - Dressing Status #10
228579,Impaired Skin #4- Type,chartevents,Skin - Impairment,,Text,,,Impaired Skin #4- Type
224963,Impaired Skin Wound Base #7,chartevents,Skin - Impairment,,Text,,,Site/Wound Base #7
228546,Pressure Ulcer #8- Treatment,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer #8- Treatment
228557,Pressure Ulcer #9- Type,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer #9- Type
228558,Pressure Ulcer #10- Type,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer #10- Type
228858,Impaired Skin #6- Type,chartevents,Skin - Impairment,,Text,,,Impaired Skin #6- Type
224891,Impaired Skin Cleanse #5,chartevents,Skin - Impairment,,Text,,,Site Cleanse #5
227622,Tunneling Present #9,chartevents,Skin - Impairment,,Text,,,Tunneling Present #9
227621,Surrounding Tissue #10,chartevents,Skin - Impairment,,Text,,,Surrounding Tissue #10
228788,Pressure ulcer #6- Cleanse,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #6- Cleanse
228577,Impaired Skin #2- Type,chartevents,Skin - Impairment,,Text,,,Impaired Skin #2- Type
227598,Impaired Skin Drainage #9,chartevents,Skin - Impairment,,Text,,,Site Drainage #9
228499,Impaired Skin #4- Location,chartevents,Skin - Impairment,,Text,,,Impaired Skin #4- Location
228759,Pressure ulcer #7- Drainage,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #7- Drainage
228815,Pressure ulcer #3- Stage,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #3- Stage
224632,Tunneling Present #1,chartevents,Skin - Impairment,,Text,,,Tunneling Present #1
224984,Tunneling Present #7,chartevents,Skin - Impairment,,Text,,,Tunneling Present #7
224987,Undermining Present #3,chartevents,Skin - Impairment,,Text,,,Undermining Present #3
224958,Impaired Skin Wound Base #2,chartevents,Skin - Impairment,,Text,,,Site/Wound Base #2
228553,Pressure Ulcer #5- Type,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer #5- Type
228608,Impaired Skin #9- Dressing Status,chartevents,Skin - Impairment,,Text,,,Impaired Skin #9- Dressing Status
228751,Pressure ulcer #9- Surrounding tissue,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #9- Surrounding tissue
228753,Pressure ulcer #1- Drainage,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #1- Drainage
228772,Pressure ulcer #10- Drainage amount,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #10- Drainage amount
228818,Pressure ulcer #6- Stage,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #6- Stage
228860,Impaired Skin #8- Type,chartevents,Skin - Impairment,,Text,,,Impaired Skin #8- Type
224988,Undermining Present #4,chartevents,Skin - Impairment,,Text,,,Undermining Present #4
227617,Impaired Skin Wound Base #10,chartevents,Skin - Impairment,,Text,,,Site/Wound Base #10
228512,Pressure Ulcer #7- Location,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer #7- Location
228604,Impaired Skin #5- Dressing Status,chartevents,Skin - Impairment,,Text,,,Impaired Skin #5- Dressing Status
228609,Impaired Skin #10- Dressing Status,chartevents,Skin - Impairment,,Text,,,Impaired Skin #10- Dressing Status
228852,Pressure ulcer #10- Undermining present,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #10- Undermining present
228856,Impaired Skin #4- Type,chartevents,Skin - Impairment,,Text,,,Impaired Skin #4- Type
224932,Impaired Skin Site #4,chartevents,Skin - Impairment,,Text,,,Site #4
224936,Impaired Skin Site #8,chartevents,Skin - Impairment,,Text,,,Site #8
224937,Impaired Skin Treatment #2,chartevents,Skin - Impairment,,Text,,,Site Treatment #2
224990,Undermining Present #6,chartevents,Skin - Impairment,,Text,,,Undermining Present #6
224913,Impaired Skin Drainage Amount #6,chartevents,Skin - Impairment,,Text,,,Site Drainage Amount #6
228761,Pressure ulcer #9- Drainage,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #9- Drainage
228764,Pressure ulcer #2- Drainage amount,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #2- Drainage amount
228783,Pressure ulcer #1- Cleanse,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #1- Cleanse
228835,Pressure ulcer #3- Tunneling present,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #3- Tunneling present
227623,Tunneling Present #10,chartevents,Skin - Impairment,,Text,,,Tunneling Present #10
228504,Impaired Skin #9- Location,chartevents,Skin - Impairment,,Text,,,Impaired Skin #9- Location
228786,Pressure ulcer #4- Cleanse,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #4- Cleanse
224935,Impaired Skin Site #7,chartevents,Skin - Impairment,,Text,,,Site #7
224945,Impaired Skin Type #3,chartevents,Skin - Impairment,,Text,,,Type #3
224971,Pressure Ulcer Stage #8,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer Stage #8
227786,Impaired Skin  - Dressing Status #7,chartevents,Skin - Impairment,,Text,,,Impaired Skin  - Dressing Status #7
224902,Impaired Skin Drainage #2,chartevents,Skin - Impairment,,Text,,,Site Drainage #2
228497,Impaired Skin #2- Location,chartevents,Skin - Impairment,,Text,,,Impaired Skin #2- Location
228510,Pressure Ulcer #5- Location,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer #5- Location
228531,Impaired Skin #3- Treatment,chartevents,Skin - Impairment,,Text,,,Impaired Skin #3- Treatment
228744,Pressure ulcer #2- Surrounding tissue,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #2- Surrounding tissue
228768,Pressure ulcer #6- Drainage amount,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #6- Drainage amount
228789,Pressure ulcer #7- Cleanse,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #7- Cleanse
228822,Pressure ulcer #10- Stage,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #10- Stage
228851,Pressure ulcer #9- Undermining present,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #9- Undermining present
227788,Impaired Skin  - Dressing Status #9,chartevents,Skin - Impairment,,Text,,,Impaired Skin  - Dressing Status #9
228581,Impaired Skin #6- Type,chartevents,Skin - Impairment,,Text,,,Impaired Skin #6- Type
224973,Surrounding Tissue #3,chartevents,Skin - Impairment,,Text,,,Surrounding Tissue #3
228527,Impaired Skin #10- Cleanse,chartevents,Skin - Impairment,,Text,,,Impaired Skin #10- Cleanse
228539,Pressure Ulcer #1- Treatment,chartevents,Skin - Impairment,,Text,,,Pressure Ulcer #1- Treatment
228769,Pressure ulcer #7- Drainage amount,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #7- Drainage amount
228809,Pressure ulcer #7- Dressing status,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #7- Dressing status
224912,Impaired Skin Drainage Amount #5,chartevents,Skin - Impairment,,Text,,,Site Drainage Amount #5
228496,Impaired Skin #1- Location,chartevents,Skin - Impairment,,Text,,,Impaired Skin #1- Location
224947,Impaired Skin Type #5,chartevents,Skin - Impairment,,Text,,,Type #5
224980,Tunneling Present #3,chartevents,Skin - Impairment,,Text,,,Tunneling Present #3
224964,Impaired Skin Wound Base #8,chartevents,Skin - Impairment,,Text,,,Site/Wound Base #8
224972,Surrounding Tissue #2,chartevents,Skin - Impairment,,Text,,,Surrounding Tissue #2
228743,Pressure ulcer #1- Surrounding tissue,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #1- Surrounding tissue
224942,Impaired Skin Treatment #7,chartevents,Skin - Impairment,,Text,,,Site Treatment #7
228498,Impaired Skin #3- Location,chartevents,Skin - Impairment,,Text,,,Impaired Skin #3- Location
228742,Pressure ulcer #10- Wound Base,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #10- Wound Base
228760,Pressure ulcer #8- Drainage,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #8- Drainage
227624,Undermining Present #9,chartevents,Skin - Impairment,,Text,,,Undermining Present #9
224847,Impaired Skin Drainage Amount #1,chartevents,Skin - Impairment,,Text,,,Site Drainage Amount #1
228500,Impaired Skin #5- Location,chartevents,Skin - Impairment,,Text,,,Impaired Skin #5- Location
228813,Pressure ulcer #1- Stage,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #1- Stage
224561,Impaired Skin Type #1,chartevents,Skin - Impairment,,Text,,,Type #1
224946,Impaired Skin Type #4,chartevents,Skin - Impairment,,Text,,,Type #4
224907,Impaired Skin Drainage #7,chartevents,Skin - Impairment,,Text,,,Site Drainage #7
224976,Surrounding Tissue #6,chartevents,Skin - Impairment,,Text,,,Surrounding Tissue #6
228537,Impaired Skin #9- Treatment,chartevents,Skin - Impairment,,Text,,,Impaired Skin #9- Treatment
228770,Pressure ulcer #8- Drainage amount,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #8- Drainage amount
228817,Pressure ulcer #5- Stage,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #5- Stage
224941,Impaired Skin Treatment #6,chartevents,Skin - Impairment,,Text,,,Site Treatment #6
228606,Impaired Skin #7- Dressing Status,chartevents,Skin - Impairment,,Text,,,Impaired Skin #7- Dressing Status
228792,Pressure ulcer #10- Cleanse,chartevents,Skin - Impairment,,Text,,,Pressure ulcer #10- Cleanse
227594,Impaired Skin Cleanse #9,chartevents,Skin - Impairment,,Text,,,Site Cleanse #9
