LOINC_NUM,COMPONENT
55172-1,ED procedures and results
55173-9,ED disposition and diagnosis data
55174-7,Patient identification data
55175-4,Facility and Practitioner identification data
55176-2,ED arrival and first assessment data
55177-0,ED History and Physical Examination Data
Aug-17,CD66b
55178-8,Calcium phosphate crystals
55179-6,Sodium urate crystals
55180-4,Human epididymis protein 4
55181-2,Quality Reporting Document Architecture panel
55182-0,Quality Reporting Document Architecture incidence report
55183-8,Quality Reporting Document Architecture patient list report
55184-6,Quality Reporting Document Architecture calculated summary report
55185-3,Measure set
Jun-18,CD66c
55186-1,Measure
55187-9,Reporting parameters
55188-7,Patient data
55189-5,Cefotaxime
55190-3,cefTRIAXone
55192-9,Chromosome analysis.interphase
55193-7,Chromosome analysis.interphase
Apr-19,CD66d
55194-5,Ciprofloxacin 1.0 ug/mL
55195-2,DHCR7 gene targeted mutation analysis
55196-0,Terconazole
55197-8,Transfusion status
55198-6,Zygosity
55199-4,Cells karyotyped.total
552-0,Brucella sp identified
55200-0,Carnitine
55201-8,KIT gene targeted mutation analysis
Feb-20,CD66e
55202-6,Coagulation surface induced.factor substitution^5M post incubation after addition of normal plasma
55203-4,Coagulation surface induced.factor substitution^5M post incubation after addition of normal plasma
55204-2,Macroamylase
55205-9,Vasoactive intestinal peptide
55206-7,Platelet mass
55207-5,Genetic analysis discrete result panel
55208-3,DNA analysis discrete sequence variation panel
55209-1,Date and time of most recent arrival in U.S.
5521-0,CD68
55210-9,Geotemporal history
55211-7,"Shared razor, toothbrushes or nail care items"
55212-5,Occupation related direct blood or body fluid exposure frequency
55213-3,Number of male sexual partners in 6Mo before symptom onset
55214-1,Number of female sexual partners in 6Mo before symptom onset
55215-8,Total number of lifetime sexual partners
55216-6,Physical assault on exposed person involving blood or semen
55217-4,Stick or puncture with a needle or other object contaminated with blood
55218-2,Date of actual exposure to blood &or body fluid
55219-0,Antioxidants
55220-8,Asialoglycoprotein receptor Ab
55221-6,Carbohydrates
55222-4,Microscopic observation
55223-2,Mycobacterium tuberculosis A60 Ab.IgM
55224-0,Mycobacterium tuberculosis A60 Ab
55225-7,Aucoumea klaineana Ab.IgE
55226-5,Pancreatic polypeptide
55227-3,Entandrophragma cylindricum Ab.IgE
Aug-22,CD69
55228-1,Cytogenetics study
55229-9,Immune stain study
55230-7,Immunophenotyping study
55231-5,Electrolytes panel
55232-3,Genetic analysis summary panel
55233-1,Genetic analysis master panel
55234-9,Alpha thalassemia gene panel
55235-6,Abnormal hemoglobin gene panel
Jun-23,CD7
55236-4,HBA2 gene alpha 4.2kb deletion
55237-2,HBA2 gene.c.427T>C
55238-0,HBA2 gene.c.429A>T
55239-8,HBB gene.c.441_442insAC
55240-6,HBB gene.c.251G>A
55241-4,HBB gene.c.19G>A
55242-2,HBB gene.c.20A>T
55243-0,HBB gene.c.364G>C
Apr-24,CD7+CD3-
55244-8,HPFH-6 gene
55245-5,HBB gene.c.220G>A
55246-3,HBA2 gene.c.84G>C
55247-1,HBA1 gene.c.223G>C
55248-9,HBB gene.c.79G>A
55249-7,HBA2 gene SEA deletion
55250-5,HBA2 gene THAI+FIL+MED+alpha 20.5 deletion
Jan-25,CD71
55251-3,HBA2 gene alpha 3.7kb deletion
55252-1,Methoxsalen 0.02 mg per mL given
55253-9,Heparin 10000 U per mL given
55254-7,Heparin 5000 U per mL given
55255-4,Pyridinoline panel
55256-2,ED payment data
55257-0,Date of last Clostridium tetani immunization
55258-8,Problem alleviating factors
55259-6,Time last ate solid food
55260-4,Time last drank liquid
55261-2,Rabies virus immunization status
55262-0,Influenza virus immunization status
55263-8,Bordetella pertussis immunization status
55264-6,Hepatitis A virus immunization status
55265-3,Measles virus status
55266-1,Haemophilus influenzae B immunization status
55267-9,Human papilloma virus immunization status
55268-7,Rotavirus immunization status
Sep-26,CD72
55269-5,Neisseria meningitidis immunization status
55270-3,Streptococcus pneumoniae polyvalent immunization status
55271-1,Streptococcus pneumoniae conjugated immunization status
55272-9,Corynebacterium diphtheriae immunization status
55273-7,Polio virus immunization status
55274-5,Varicella zoster virus status
55275-2,Hepatitis B virus status
55276-0,Hepatitis C virus status
Jul-27,CD73
55277-8,HIV status
55278-6,Rubella virus status
55279-4,Cytomegalovirus status
55280-2,Military service
55281-0,Fetuses
55282-8,Date symptoms of pregnancy first noted
55283-6,Heart rate
55284-4,Blood pressure systolic & diastolic
May-28,CD74
55285-1,Glasgow coma score special circumstances
55286-9,Physical examination by body areas
55287-7,Time of death
55288-5,ED medication data
55289-3,Sulopenem
55290-1,Sulopenem
55291-9,Sulopenem
55292-7,Linopristin+Flopristin
Mar-29,CD77
55293-5,Linopristin+Flopristin
55294-3,Linopristin+Flopristin
55295-0,Protein fractions & Immunoglobulins panel
55296-8,CAV3 gene targeted mutation analysis
55297-6,FIP1L1+PDGFRA gene rearrangements
55298-4,Human papilloma virus 6+11+42+43+44 DNA
55299-2,Human papilloma virus 6+11+42+43+44 DNA
55300-8,JAK2 gene exon 12 targeted mutation analysis
Jan-30,CD79a
55301-6,JAK2 gene exon 13 targeted mutation analysis
55302-4,Paraneoplastic pemphigus Ab
55303-2,Fungus
55304-0,Fungus
55305-7,Fungus
55306-5,Fungus
55307-3,Fungus
55308-1,Yeast.pseudohyphae
55309-9,Yeast.pseudohyphae
55310-7,Yeast.pseudohyphae
55311-5,Yeast.pseudohyphae
55312-3,Yeast.pseudohyphae
55313-1,Yeast
55314-9,Yeast
55315-6,Yeast
55316-4,Yeast
55317-2,Yeast
55318-0,Fungus
Sep-31,CD79b
55319-8,Yeast.pseudohyphae
55320-6,Yeast
55321-4,C super little w Ab
55322-2,F little y super little b Ab
55323-0,J little k super little a Ab
55324-8,J little k super little b Ab
55325-5,J little s super little a Ab
55326-3,K little p super little a Ab
Jul-32,CD8
55327-1,K little p super little b Ab
55328-9,L little e super little a Ab
55329-7,L little e super little b Ab
55330-5,L little u super little a Ab
55331-3,L little u super little b Ab
55332-1,little c Ab
55333-9,little f Ab
55334-7,little k Ab
May-33,CD80
55335-4,little s Ab
55336-2,N Ab
55337-0,P1 Ab
55338-8,S little d super little a Ab
55339-6,S little d super little a Ab
55340-4,V Ab
55341-2,X little g super little a Ab
55342-0,S little d super little a Ag
Mar-34,CD81
55343-8,Anidulafungin
55344-6,Platelet aggregation.ristocetin induced^1000 ug/mL
55345-3,VIM gene methylation
55346-1,Clobazam+Norclobazam
55347-9,Coagulation ecarin induced
55348-7,Cortisol^20M post XXX challenge
55349-5,Ethyl glucuronide
5535-0,CD82
55350-3,Fenfluramine
55351-1,Glucose^1.5H post 75 g glucose PO
55352-9,Glucose^45M post 75 g glucose PO
55353-7,Hirudin
55354-5,Osmolality^post 4H FFst
55355-2,Osmolality^post 7H FFst
55356-0,Osmolality^post 5H FFst
55357-8,Osmolality^post 3H FFst
55358-6,Osmolality^post 2H FFst
55359-4,Osmolality^post 1H FFst
55360-2,Osmolality^post 6H FFst
55361-0,Osmolality^baseline
55362-8,Thyrotropin^pre XXX challenge
55363-6,Argatroban
55364-4,Cells.CD5+CD19+CD38+/100 cells
55365-1,Cells.CD138+Kappa+/100 cells
55366-9,Cells.CD138+Lambda+/100 cells
55367-7,Cholesterol crystals
Aug-36,CD83
55368-5,Crystals.amorphous
55369-3,Dengue virus Ab
55370-1,Hemoglobin A2+C+E+O/Hemoglobin.total
55371-9,Hemoglobin A2+E+O/Hemoglobin.total
55372-7,Hemoglobin Constant Spring/Hemoglobin.total
55373-5,Hemoglobin D+G/Hemoglobin.total
55374-3,Hemoglobin N+I/Hemoglobin.total
55375-0,Megaloblasts
Jun-37,CD85
55376-8,Megaloblasts/100 leukocytes
55377-6,Mononuclear cells.immature/100 leukocytes
55378-4,Phosphate crystals.amorphous
55379-2,Snowshoe hare virus Ab.IgM
553-8,Candida sp identified
55380-0,West Nile virus Ab
55381-8,Glucose^2.5H post 75 g glucose PO
55382-6,Insulin^5M post XXX challenge
55383-4,Insulin^10M post XXX challenge
Apr-38,CD86
55384-2,Insulin^3M post XXX challenge
55385-9,Insulin^15M post XXX challenge
55386-7,Insulin^2M post XXX challenge
55387-5,Insulin^45M post XXX challenge
55388-3,Insulin^4H post XXX challenge
55389-1,Insulin^5H post XXX challenge
55390-9,Insulin^6H post XXX challenge
55391-7,Insulin^4M post XXX challenge
Feb-39,CD87
55392-5,Insulin^1M post XXX challenge
55393-3,Lead
55394-1,Protein & Glucose panel
55395-8,Phospholipid Ab.IgA & IgG & IgM panel
55396-6,Beta 2 glycoprotein 1 Ab.IgA & IgG panel
55397-4,Short myasthenia gravis panel
55398-2,Short Fibrin D-dimer FEU & DDU panel
55399-0,Diabetes tracking panel
Apr-55,Capreomycin
5540-0,CD88
55400-6,Date of last eye examination
55401-4,Warfarin tracking panel
55402-2,West Nile virus Ab.IgG & IgM panel
55403-0,Asthma tracking panel
55404-8,Asthma spells
55405-5,Heart failure tracking panel
55406-3,Cardiac ejection fraction method
55407-1,Pitting edema severity
55408-9,Exercise tolerance
55409-7,Exercise tracking panel
55410-5,Exercise type
55411-3,Exercise duration
55412-1,Exercise distance
55413-9,Pedometer tracking panel
55414-7,Seizures per month
55415-4,Oxygen saturation & therapy panel
55416-2,Oxymetry special circumstances
55417-0,Short blood pressure panel
Aug-41,CD89
55418-8,Weight & Height tracking panel
55419-6,Home drug screening panel
55420-4,Hours after meal
55421-2,Calories burned
55422-0,Heart rate
55423-8,Number of steps
55424-6,Calories burned
55425-3,Heart rate
Jun-42,CD9
55426-1,Heart rate
55427-9,Seizure disorder tracking panel
55428-7,Drug test kit name
55429-5,Short blood count panel
55430-3,Walking distance
55431-1,Cells.HLA-B27
55432-9,Immature cells
55433-7,Immature cells/100 leukocytes
Apr-43,CD91
55434-5,Insulin^20M post XXX challenge
55435-2,Mononuclear cells.immature
55436-0,Myeloblasts/100 leukocytes
55437-8,Neoplastic cells/100 leukocytes
55438-6,Dengue virus Ab.Neut
55439-4,Medical device
55440-2,Cholesterol.in LDL
55441-0,Antithrombin Ag
Feb-44,CD93
55442-8,Antithrombin
55443-6,Cardiolipin Ab
55444-4,Cardiolipin Ab.IgA
55445-1,Cardiolipin Ab.IgM
55446-9,Cardiolipin Ab.IgG
55447-7,Coagulation factor VIII Ag
55448-5,Complement total hemolytic CH50
55449-3,Fibrin D-dimer
55450-1,Fibrin+Fibrinogen fragments
55451-9,Fibrin+Fibrinogen fragments
55452-7,Fibrinogen
55453-5,Haptoglobin
55454-3,Hemoglobin A1c
55455-0,Hemoglobin F
55456-8,Hemoglobin S
55457-6,Hemoglobin.free
55458-4,Interferon.alpha
Sep-45,CD94
55459-2,Prekallikrein
554-6,Candida sp identified
55460-0,Protein C Ag
55461-8,Protein C
55462-6,Thyrotropin
55463-4,Influenza virus A swine origin RNA
55464-2,Influenza virus A swine origin RNA
55465-9,Influenza virus A H1 2009 pandemic RNA
55466-7,Influenza virus A H1 2009 pandemic RNA panel
Jul-46,CD95
55467-5,11-Deoxycortisol^baseline
55468-3,11-Deoxycortisol^1H post dose corticotropin
55469-1,17-Hydroxyprogesterone^30M post dose corticotropin
55470-9,17-Hydroxyprogesterone^1H post dose corticotropin
55471-7,Aldosterone^1H post dose corticotropin
55472-5,Cortisol^2.5H post XXX challenge
55473-3,Cortisol^3H post XXX challenge
55474-1,Dehydroepiandrosterone^baseline
May-47,CD96
55475-8,Dehydroepiandrosterone^1H post dose corticotropin
55476-6,Estradiol^baseline
55477-4,Estradiol^4H post XXX challenge
55478-2,Follitropin^4H post XXX challenge
55479-0,Insulin^7M post dose glucose IV
55480-8,Insulin^5M pre dose glucose
55481-6,Insulin^10M pre dose glucose
55482-4,Insulin^4H post dose glucose IV
Mar-48,CD97
55483-2,Insulin^1.5H post dose glucose IV
55484-0,Insulin^10M post dose glucose IV
55485-7,Insulin^1H post dose glucose IV
55486-5,Insulin^1M post dose glucose IV
55487-3,Insulin^2.5H post dose glucose IV
55488-1,Insulin^1H post dose glucagon
55489-9,Insulin^1.5H post dose glucagon
55490-7,Insulin^45M post dose glucagon
Jan-49,CD98
55491-5,Insulin^2H post dose glucagon
55492-3,Insulin^30M post dose glucose IV
55493-1,Insulin^3H post dose glucose IV
55494-9,Insulin^5M post dose glucose IV
